ALDER;KØN;TID;INDHOLD
15;K;2006;32542
15;K;2007;32852
15;K;2008;34251
15;K;2009;34140
15;K;2010;35482
15;K;2011;35137
15;K;2012;34011
15;K;2013;33883
15;K;2014;33186
15;K;2015;33376
15;K;2016;33794
15;K;2017;33066
15;K;2018;32349
15;K;2019;32950
15;K;2020;33125
15;K;2021;33302
15;K;2022;33593
15;K;2023;33711
16;M;1980;41521
16;M;1981;42272
16;M;1982;43297
16;M;1983;44708
16;M;1984;41198
16;M;1985;38120
16;M;1986;36701
16;M;1987;36485
16;M;1988;38703
16;M;1989;38502
16;M;1990;36856
16;M;1991;36692
16;M;1992;37068
16;M;1993;34244
16;M;1994;32354
16;M;1995;32561
16;M;1996;31371
16;M;1997;30429
16;M;1998;28265
16;M;1999;28508
16;M;2000;27470
16;M;2001;28144
16;M;2002;29272
16;M;2003;30262
16;M;2004;30737
16;M;2005;32135
16;M;2006;33291
16;M;2007;34472
16;M;2008;34634
16;M;2009;36487
16;M;2010;36169
16;M;2011;37315
16;M;2012;37383
16;M;2013;36099
16;M;2014;35966
16;M;2015;35305
16;M;2016;35107
16;M;2017;35704
16;M;2018;34837
16;M;2019;34497
16;M;2020;34775
16;M;2021;34860
16;M;2022;34810
16;M;2023;35929
16;K;1980;39744
16;K;1981;40045
16;K;1982;41196
16;K;1983;42625
16;K;1984;39545
16;K;1985;36069
16;K;1986;34709
16;K;1987;34889
16;K;1988;36699
16;K;1989;37191
16;K;1990;35283
16;K;1991;35290
16;K;1992;35924
16;K;1993;32360
16;K;1994;31017
16;K;1995;31113
16;K;1996;29961
16;K;1997;29232
16;K;1998;27363
16;K;1999;27104
16;K;2000;26439
16;K;2001;26948
16;K;2002;28096
16;K;2003;28699
16;K;2004;28926
16;K;2005;30316
16;K;2006;31639
16;K;2007;32616
16;K;2008;32961
16;K;2009;34506
16;K;2010;34313
16;K;2011;35705
16;K;2012;35357
16;K;2013;34179
16;K;2014;34107
16;K;2015;33517
16;K;2016;33665
16;K;2017;34135
16;K;2018;33364
16;K;2019;32645
16;K;2020;33173
16;K;2021;33386
16;K;2022;33610
16;K;2023;34258
17;M;1980;39106
17;M;1981;41581
17;M;1982;42306
17;M;1983;43326
17;M;1984;44784
17;M;1985;41282
17;M;1986;38283
17;M;1987;36953
17;M;1988;36597
17;M;1989;38795
17;M;1990;38573
17;M;1991;36950
17;M;1992;36759
17;M;1993;37210
17;M;1994;34371
17;M;1995;32493
17;M;1996;32789
17;M;1997;31566
17;M;1998;30601
17;M;1999;28475
17;M;2000;28706
17;M;2001;27680
17;M;2002;28429
17;M;2003;29506
17;M;2004;30486
17;M;2005;30925
17;M;2006;32320
17;M;2007;33443
17;M;2008;34652
17;M;2009;34853
17;M;2010;36576
17;M;2011;36228
17;M;2012;37431
17;M;2013;37455
17;M;2014;36175
17;M;2015;36085
17;M;2016;35572
17;M;2017;35408
17;M;2018;35837
17;M;2019;34823
17;M;2020;34560
17;M;2021;34828
17;M;2022;34970
17;M;2023;35172
17;K;1980;37510
17;K;1981;39708
17;K;1982;40023
17;K;1983;41170
17;K;1984;42627
17;K;1985;39577
17;K;1986;36141
17;K;1987;34800
17;K;1988;34968
17;K;1989;36635
17;K;1990;37175
17;K;1991;35361
17;K;1992;35412
17;K;1993;35989
17;K;1994;32435
17;K;1995;31105
17;K;1996;31344
17;K;1997;30197
17;K;1998;29416
17;K;1999;27553
17;K;2000;27295
17;K;2001;26697
17;K;2002;27231
17;K;2003;28390
17;K;2004;28945
17;K;2005;29157
17;K;2006;30503
17;K;2007;31829
17;K;2008;32798
17;K;2009;33190
17;K;2010;34588
17;K;2011;34387
17;K;2012;35773
17;K;2013;35379
17;K;2014;34332
17;K;2015;34221
17;K;2016;33715
17;K;2017;33852
17;K;2018;34278
17;K;2019;33437
17;K;2020;32744
17;K;2021;33260
17;K;2022;33499
17;K;2023;33983
18;M;1980;38485
18;M;1981;39187
18;M;1982;41662
18;M;1983;42408
18;M;1984;43364
18;M;1985;44896
18;M;1986;41440
18;M;1987;38582
18;M;1988;37092
18;M;1989;36631
18;M;1990;38849
18;M;1991;38669
18;M;1992;37110
18;M;1993;37018
18;M;1994;37360
18;M;1995;34471
18;M;1996;32721
18;M;1997;33000
18;M;1998;31645
18;M;1999;30662
18;M;2000;28504
18;M;2001;28733
18;M;2002;27731
18;M;2003;28490
18;M;2004;29534
18;M;2005;30496
18;M;2006;30921
18;M;2007;32312
18;M;2008;33490
18;M;2009;34695
18;M;2010;34915
18;M;2011;36686
18;M;2012;36329
18;M;2013;37572
18;M;2014;37683
18;M;2015;36433
18;M;2016;36543
18;M;2017;35960
18;M;2018;35665
18;M;2019;36072
18;M;2020;35025
18;M;2021;34778
18;M;2022;35114
18;M;2023;35569
18;K;1980;36993
18;K;1981;37630
18;K;1982;39721
18;K;1983;40080
18;K;1984;41248
18;K;1985;42710
18;K;1986;39664
18;K;1987;36343
18;K;1988;34980
18;K;1989;35060
18;K;1990;36761
18;K;1991;37356
18;K;1992;35560
18;K;1993;35683
18;K;1994;36244
18;K;1995;32616
18;K;1996;31419
18;K;1997;31551
18;K;1998;30370
18;K;1999;29604
18;K;2000;27754
18;K;2001;27433
18;K;2002;26819
18;K;2003;27273
18;K;2004;28383
18;K;2005;28923
18;K;2006;29161
18;K;2007;30526
18;K;2008;31849
18;K;2009;32938
18;K;2010;33236
18;K;2011;34690
18;K;2012;34511
18;K;2013;35919
18;K;2014;35572
18;K;2015;34540
18;K;2016;34588
18;K;2017;34048
18;K;2018;34116
18;K;2019;34494
18;K;2020;33614
18;K;2021;32896
18;K;2022;33560
18;K;2023;34028
19;M;1980;38448
19;M;1981;38525
19;M;1982;39155
19;M;1983;41630
19;M;1984;42428
19;M;1985;43456
19;M;1986;44945
19;M;1987;41772
19;M;1988;38651
19;M;1989;37067
19;M;1990;36624
19;M;1991;38856
19;M;1992;38713
19;M;1993;37101
19;M;1994;36979
19;M;1995;37332
19;M;1996;34624
19;M;1997;32814
19;M;1998;33003
19;M;1999;31714
19;M;2000;30686
19;M;2001;28548
19;M;2002;28803
19;M;2003;27876
19;M;2004;28537
19;M;2005;29568
19;M;2006;30580
19;M;2007;31012
19;M;2008;32550
19;M;2009;33891
19;M;2010;35233
19;M;2011;35425
19;M;2012;37246
19;M;2013;36981
19;M;2014;38218
19;M;2015;38523
19;M;2016;37413
19;M;2017;37428
19;M;2018;36675
19;M;2019;36320
19;M;2020;36640
19;M;2021;35562
19;M;2022;35532
19;M;2023;35704
19;K;1980;36882
19;K;1981;36899
19;K;1982;37377
19;K;1983;39508
19;K;1984;39796
19;K;1985;40984
19;K;1986;42456
19;K;1987;39529
19;K;1988;36195
19;K;1989;34504
19;K;1990;34749
19;K;1991;36372
19;K;1992;36970
19;K;1993;35138
19;K;1994;35268
19;K;1995;35884
19;K;1996;32494
19;K;1997;31296
19;K;1998;31469
19;K;1999;30257
19;K;2000;29622
19;K;2001;27749
19;K;2002;27476
19;K;2003;26870
19;K;2004;27256
19;K;2005;28252
19;K;2006;28864
19;K;2007;29214
19;K;2008;30807
19;K;2009;32284
19;K;2010;33352
19;K;2011;33720
19;K;2012;35208
19;K;2013;35047
19;K;2014;36519
19;K;2015;36161
19;K;2016;35234
19;K;2017;35260
19;K;2018;34594
19;K;2019;34615
19;K;2020;34983
19;K;2021;34019
19;K;2022;33619
19;K;2023;34242
20;M;1980;37470
20;M;1981;38439
20;M;1982;38460
20;M;1983;39155
20;M;1984;41663
20;M;1985;42536
20;M;1986;43670
20;M;1987;45335
20;M;1988;41882
20;M;1989;38641
20;M;1990;37089
20;M;1991;36777
20;M;1992;38996
20;M;1993;38855
20;M;1994;37235
20;M;1995;37067
20;M;1996;37544
20;M;1997;34771
20;M;1998;32990
20;M;1999;33132
20;M;2000;31905
20;M;2001;30829
20;M;2002;28740
20;M;2003;29014
20;M;2004;28054
20;M;2005;28750
20;M;2006;29882
20;M;2007;30928
20;M;2008;31662
20;M;2009;33189
20;M;2010;34474
20;M;2011;35744
20;M;2012;36083
20;M;2013;37928
20;M;2014;37627
20;M;2015;38979
20;M;2016;39564
20;M;2017;38239
20;M;2018;38176
20;M;2019;37348
20;M;2020;36827
20;M;2021;37125
20;M;2022;36356
20;M;2023;36237
20;K;1980;35748
20;K;1981;36894
20;K;1982;36904
20;K;1983;37413
20;K;1984;39640
20;K;1985;39987
20;K;1986;41270
20;K;1987;42698
20;K;1988;39682
20;K;1989;36103
20;K;1990;34781
20;K;1991;34963
20;K;1992;36687
20;K;1993;37350
20;K;1994;35525
20;K;1995;35689
20;K;1996;36363
20;K;1997;32942
20;K;1998;31609
20;K;1999;31735
20;K;2000;30585
20;K;2001;29822
20;K;2002;28011
20;K;2003;27794
20;K;2004;27099
20;K;2005;27479
20;K;2006;28639
20;K;2007;29415
20;K;2008;30027
20;K;2009;31605
20;K;2010;32954
20;K;2011;34032
20;K;2012;34738
20;K;2013;36018
20;K;2014;35843
20;K;2015;37231
20;K;2016;37425
20;K;2017;36333
20;K;2018;36409
20;K;2019;35472
20;K;2020;35304
20;K;2021;35541
20;K;2022;34911
20;K;2023;34640
21;M;1980;37844
21;M;1981;37347
21;M;1982;38326
21;M;1983;38377
21;M;1984;39119
21;M;1985;41681
21;M;1986;42737
21;M;1987;43932
21;M;1988;45329
21;M;1989;41742
21;M;1990;38664
21;M;1991;37204
21;M;1992;36856
21;M;1993;39124
21;M;1994;39005
21;M;1995;37374
21;M;1996;37378
21;M;1997;37741
21;M;1998;34945
21;M;1999;33200
21;M;2000;33322
21;M;2001;32021
21;M;2002;31030
21;M;2003;29024
21;M;2004;29331
21;M;2005;28395
21;M;2006;29136
21;M;2007;30375
21;M;2008;31720
21;M;2009;32480
21;M;2010;33892
21;M;2011;35076
21;M;2012;36585
21;M;2013;36674
21;M;2014;38578
21;M;2015;38246
21;M;2016;40044
21;M;2017;40279
21;M;2018;38974
21;M;2019;38759
21;M;2020;37812
21;M;2021;37155
21;M;2022;37944
21;M;2023;37192
21;K;1980;36199
21;K;1981;35847
21;K;1982;36955
21;K;1983;37011
21;K;1984;37590
21;K;1985;39816
21;K;1986;40231
21;K;1987;41556
21;K;1988;42962
21;K;1989;39749
21;K;1990;36397
21;K;1991;35134
21;K;1992;35471
21;K;1993;37193
21;K;1994;37919
21;K;1995;36044
21;K;1996;36366
21;K;1997;36977
21;K;1998;33457
21;K;1999;32162
21;K;2000;32382
21;K;2001;31217
21;K;2002;30563
21;K;2003;28635
21;K;2004;28324
21;K;2005;27781
21;K;2006;28188
21;K;2007;29399
21;K;2008;30361
21;K;2009;30934
21;K;2010;32633
21;K;2011;33801
21;K;2012;35208
21;K;2013;35457
21;K;2014;36950
21;K;2015;36637
21;K;2016;38426
21;K;2017;38288
21;K;2018;37320
21;K;2019;37047
21;K;2020;36089
21;K;2021;35685
21;K;2022;36594
21;K;2023;36102
22;M;1980;38098
22;M;1981;37711
22;M;1982;37234
22;M;1983;38282
22;M;1984;38478
22;M;1985;39220
22;M;1986;42022
22;M;1987;43136
22;M;1988;44025
22;M;1989;45205
22;M;1990;41750
22;M;1991;38835
22;M;1992;37270
22;M;1993;37073
22;M;1994;39287
22;M;1995;39103
22;M;1996;37624
22;M;1997;37547
22;M;1998;37897
22;M;1999;35197
22;M;2000;33435
22;M;2001;33540
22;M;2002;32272
22;M;2003;31290
22;M;2004;29346
22;M;2005;29671
22;M;2006;28859
22;M;2007;29625
22;M;2008;31140
22;M;2009;32566
22;M;2010;32988
22;M;2011;34353
22;M;2012;35546
22;M;2013;36904
22;M;2014;37136
22;M;2015;39039
22;M;2016;39139
22;M;2017;40709
22;M;2018;40766
22;M;2019;39456
22;M;2020;39044
22;M;2021;38132
22;M;2022;38063
22;M;2023;38822
22;K;1980;36179
22;K;1981;36135
22;K;1982;35831
22;K;1983;36972
22;K;1984;37087
22;K;1985;37651
22;K;1986;39920
22;K;1987;40390
22;K;1988;41605
22;K;1989;42928
22;K;1990;39810
22;K;1991;36605
22;K;1992;35317
22;K;1993;35738
22;K;1994;37412
22;K;1995;38190
22;K;1996;36498
22;K;1997;36697
22;K;1998;37342
22;K;1999;33897
22;K;2000;32637
22;K;2001;32802
22;K;2002;31709
22;K;2003;31029
22;K;2004;28994
22;K;2005;28748
22;K;2006;28316
22;K;2007;28767
22;K;2008;30178
22;K;2009;31138
22;K;2010;31587
22;K;2011;33191
22;K;2012;34497
22;K;2013;35693
22;K;2014;35939
22;K;2015;37421
22;K;2016;37463
22;K;2017;39191
22;K;2018;38954
22;K;2019;37850
22;K;2020;37418
22;K;2021;36385
22;K;2022;36623
22;K;2023;37710
23;M;1980;38462
23;M;1981;38011
23;M;1982;37655
23;M;1983;37201
23;M;1984;38295
23;M;1985;38524
23;M;1986;39675
23;M;1987;42389
23;M;1988;43247
23;M;1989;43922
23;M;1990;45212
23;M;1991;41887
23;M;1992;39010
23;M;1993;37404
23;M;1994;37259
23;M;1995;39376
23;M;1996;39459
23;M;1997;37841
23;M;1998;37797
23;M;1999;38100
23;M;2000;35357
23;M;2001;33579
23;M;2002;33742
23;M;2003;32420
23;M;2004;31455
23;M;2005;29518
23;M;2006;30012
23;M;2007;29291
23;M;2008;30313
23;M;2009;31849
23;M;2010;33000
23;M;2011;33480
23;M;2012;34880
23;M;2013;36187
23;M;2014;37492
23;M;2015;37800
23;M;2016;40081
23;M;2017;40061
23;M;2018;41381
23;M;2019;41330
23;M;2020;39767
23;M;2021;39420
23;M;2022;39000
23;M;2023;38921
23;K;1980;36728
23;K;1981;36100
23;K;1982;36077
23;K;1983;35804
23;K;1984;36963
23;K;1985;37086
23;K;1986;37755
23;K;1987;40049
23;K;1988;40393
23;K;1989;41539
23;K;1990;42977
23;K;1991;39914
23;K;1992;36781
23;K;1993;35459
23;K;1994;35929
23;K;1995;37606
23;K;1996;38452
23;K;1997;36800
23;K;1998;36951
23;K;1999;37589
23;K;2000;34163
23;K;2001;32852
23;K;2002;33156
23;K;2003;31988
23;K;2004;31240
23;K;2005;29238
23;K;2006;29086
23;K;2007;28733
23;K;2008;29424
23;K;2009;30912
23;K;2010;31683
23;K;2011;32192
23;K;2012;33734
23;K;2013;35150
23;K;2014;36357
23;K;2015;36619
23;K;2016;38339
23;K;2017;38338
23;K;2018;39917
23;K;2019;39511
23;K;2020;38262
23;K;2021;37901
23;K;2022;37345
23;K;2023;37713
24;M;1980;38570
24;M;1981;38373
24;M;1982;37947
24;M;1983;37654
24;M;1984;37213
24;M;1985;38428
24;M;1986;38959
24;M;1987;40045
24;M;1988;42448
24;M;1989;43267
24;M;1990;43899
24;M;1991;45303
24;M;1992;42085
24;M;1993;39228
24;M;1994;37597
24;M;1995;37368
24;M;1996;39616
24;M;1997;39642
24;M;1998;38008
24;M;1999;37905
24;M;2000;38198
24;M;2001;35400
24;M;2002;33674
24;M;2003;33844
24;M;2004;32525
24;M;2005;31609
24;M;2006;29751
24;M;2007;30316
24;M;2008;29713
24;M;2009;30904
24;M;2010;32064
24;M;2011;33344
24;M;2012;33727
24;M;2013;35357
24;M;2014;36762
24;M;2015;38170
24;M;2016;38770
24;M;2017;40846
24;M;2018;40642
24;M;2019;41754
24;M;2020;41504
24;M;2021;40037
24;M;2022;40166
24;M;2023;39795
24;K;1980;36450
24;K;1981;36711
24;K;1982;36059
24;K;1983;36007
24;K;1984;35780
24;K;1985;36938
24;K;1986;37160
24;K;1987;37887
24;K;1988;40070
24;K;1989;40373
24;K;1990;41533
24;K;1991;43063
24;K;1992;40030
24;K;1993;36900
24;K;1994;35697
24;K;1995;36074
24;K;1996;37873
24;K;1997;38809
24;K;1998;36924
24;K;1999;37158
24;K;2000;37803
24;K;2001;34352
24;K;2002;33069
24;K;2003;33351
24;K;2004;32093
24;K;2005;31352
24;K;2006;29498
24;K;2007;29406
24;K;2008;29259
24;K;2009;30118
24;K;2010;31260
24;K;2011;32246
24;K;2012;32477
24;K;2013;34257
24;K;2014;35590
24;K;2015;36898
24;K;2016;37498
24;K;2017;39038
24;K;2018;39033
24;K;2019;40463
24;K;2020;39864
24;K;2021;38523
24;K;2022;38445
24;K;2023;38246
25;M;1980;37873
25;M;1981;38536
25;M;1982;38340
25;M;1983;37878
25;M;1984;37657
25;M;1985;37335
25;M;1986;38893
25;M;1987;39236
25;M;1988;40113
25;M;1989;42413
25;M;1990;43251
25;M;1991;43960
25;M;1992;45453
25;M;1993;42254
25;M;1994;39395
25;M;1995;37748
25;M;1996;37691
25;M;1997;39905
25;M;1998;39746
25;M;1999;38137
25;M;2000;37958
25;M;2001;38255
25;M;2002;35499
25;M;2003;33731
25;M;2004;33841
25;M;2005;32562
25;M;2006;31758
25;M;2007;29982
25;M;2008;30646
25;M;2009;30247
25;M;2010;30911
25;M;2011;32248
25;M;2012;33477
25;M;2013;34078
25;M;2014;35815
25;M;2015;37229
25;M;2016;39081
25;M;2017;39395
25;M;2018;41297
25;M;2019;40863
25;M;2020;41928
25;M;2021;41600
25;M;2022;40600
25;M;2023;40878
25;K;1980;36248
25;K;1981;36405
25;K;1982;36593
25;K;1983;36067
25;K;1984;36022
25;K;1985;35759
25;K;1986;37018
25;K;1987;37225
25;K;1988;37913
25;K;1989;39956
25;K;1990;40324
25;K;1991;41574
25;K;1992;43143
25;K;1993;40183
25;K;1994;37098
25;K;1995;35835
25;K;1996;36383
25;K;1997;38097
25;K;1998;38986
25;K;1999;37154
25;K;2000;37318
25;K;2001;37955
25;K;2002;34525
25;K;2003;33263
25;K;2004;33381
25;K;2005;32149
25;K;2006;31561
25;K;2007;29796
25;K;2008;29971
25;K;2009;29891
25;K;2010;30408
25;K;2011;31692
25;K;2012;32421
25;K;2013;32926
25;K;2014;34651
25;K;2015;35995
25;K;2016;37556
25;K;2017;38096
25;K;2018;39476
25;K;2019;39340
25;K;2020;40510
25;K;2021;39855
25;K;2022;38875
25;K;2023;39261
26;M;1980;38932
26;M;1981;37770
26;M;1982;38397
26;M;1983;38258
26;M;1984;37856
26;M;1985;37714
26;M;1986;37689
26;M;1987;39141
26;M;1988;39262
26;M;1989;40036
26;M;1990;42349
26;M;1991;43305
26;M;1992;44070
26;M;1993;45575
26;M;1994;42381
26;M;1995;39508
26;M;1996;38044
26;M;1997;37909
26;M;1998;40014
26;M;1999;39806
26;M;2000;38194
26;M;2001;38047
26;M;2002;38340
26;M;2003;35528
26;M;2004;33792
26;M;2005;33801
26;M;2006;32628
26;M;2007;31876
26;M;2008;30393
26;M;2009;31205
26;M;2010;30251
26;M;2011;31189
26;M;2012;32491
26;M;2013;33753
26;M;2014;34438
26;M;2015;36238
26;M;2016;37992
26;M;2017;39611
26;M;2018;39685
26;M;2019;41542
26;M;2020;40937
26;M;2021;41871
26;M;2022;42013
26;M;2023;41160
26;K;1980;36936
26;K;1981;36205
26;K;1982;36345
26;K;1983;36549
26;K;1984;36048
26;K;1985;35998
26;K;1986;35809
26;K;1987;37077
26;K;1988;37206
26;K;1989;37827
26;K;1990;39948
26;K;1991;40363
26;K;1992;41675
26;K;1993;43185
26;K;1994;40257
26;K;1995;37234
26;K;1996;36115
26;K;1997;36666
26;K;1998;38226
26;K;1999;39179
26;K;2000;37292
26;K;2001;37371
26;K;2002;38119
26;K;2003;34688
26;K;2004;33372
26;K;2005;33437
26;K;2006;32429
26;K;2007;31766
26;K;2008;30208
26;K;2009;30497
26;K;2010;30151
26;K;2011;30720
26;K;2012;31914
26;K;2013;32701
26;K;2014;33293
26;K;2015;34954
26;K;2016;36601
26;K;2017;37926
26;K;2018;38400
26;K;2019;39656
26;K;2020;39252
26;K;2021;40414
26;K;2022;40031
26;K;2023;39537
27;M;1980;38209
27;M;1981;38819
27;M;1982;37614
27;M;1983;38270
27;M;1984;38195
27;M;1985;37906
27;M;1986;38068
27;M;1987;37842
27;M;1988;39114
27;M;1989;39189
27;M;1990;40019
27;M;1991;42366
27;M;1992;43423
27;M;1993;44189
27;M;1994;45602
27;M;1995;42400
27;M;1996;39758
27;M;1997;38272
27;M;1998;38061
27;M;1999;40057
27;M;2000;39891
27;M;2001;38221
27;M;2002;38081
27;M;2003;38355
27;M;2004;35555
27;M;2005;33719
27;M;2006;33851
27;M;2007;32646
27;M;2008;32182
27;M;2009;30808
27;M;2010;31251
27;M;2011;30545
27;M;2012;31338
27;M;2013;32718
27;M;2014;34085
27;M;2015;34884
27;M;2016;37034
27;M;2017;38426
27;M;2018;39988
27;M;2019;39898
27;M;2020;41554
27;M;2021;40772
27;M;2022;42131
27;M;2023;42554
27;K;1980;36503
27;K;1981;36883
27;K;1982;36101
27;K;1983;36288
27;K;1984;36510
27;K;1985;36011
27;K;1986;36041
27;K;1987;35888
27;K;1988;37070
27;K;1989;37135
27;K;1990;37786
27;K;1991;40012
27;K;1992;40431
27;K;1993;41702
27;K;1994;43239
27;K;1995;40394
27;K;1996;37514
27;K;1997;36367
27;K;1998;36815
27;K;1999;38342
27;K;2000;39273
27;K;2001;37403
27;K;2002;37525
27;K;2003;38155
27;K;2004;34723
27;K;2005;33446
27;K;2006;33644
27;K;2007;32625
27;K;2008;32200
27;K;2009;30663
27;K;2010;30658
27;K;2011;30493
27;K;2012;30904
27;K;2013;32152
27;K;2014;32955
27;K;2015;33564
27;K;2016;35444
27;K;2017;37003
27;K;2018;38250
27;K;2019;38599
27;K;2020;39611
27;K;2021;39135
27;K;2022;40664
27;K;2023;40697
28;M;1980;37948
28;M;1981;38122
28;M;1982;38685
28;M;1983;37555
28;M;1984;38189
28;M;1985;38159
28;M;1986;38152
28;M;1987;38208
28;M;1988;37864
28;M;1989;39086
28;M;1990;39101
28;M;1991;40026
28;M;1992;42472
28;M;1993;43466
28;M;1994;44229
28;M;1995;45679
28;M;1996;42649
28;M;1997;39933
28;M;1998;38313
28;M;1999;38083
28;M;2000;40001
28;M;2001;39875
28;M;2002;38280
28;M;2003;38058
28;M;2004;38295
28;M;2005;35408
28;M;2006;33756
28;M;2007;33931
28;M;2008;32978
28;M;2009;32617
28;M;2010;30846
28;M;2011;31525
28;M;2012;30566
28;M;2013;31548
28;M;2014;33010
28;M;2015;34479
28;M;2016;35678
28;M;2017;37465
28;M;2018;38737
28;M;2019;40156
28;M;2020;39904
28;M;2021;41395
28;M;2022;41036
28;M;2023;42703
28;K;1980;35735
28;K;1981;36461
28;K;1982;36801
28;K;1983;36113
28;K;1984;36220
28;K;1985;36524
28;K;1986;36036
28;K;1987;36079
28;K;1988;35934
28;K;1989;37036
28;K;1990;37125
28;K;1991;37878
28;K;1992;40045
28;K;1993;40534
28;K;1994;41820
28;K;1995;43351
28;K;1996;40669
28;K;1997;37683
28;K;1998;36471
28;K;1999;36900
28;K;2000;38379
28;K;2001;39335
28;K;2002;37505
28;K;2003;37698
28;K;2004;38252
28;K;2005;34749
28;K;2006;33537
28;K;2007;33728
28;K;2008;32941
28;K;2009;32628
28;K;2010;30951
28;K;2011;30913
28;K;2012;30571
28;K;2013;31056
28;K;2014;32393
28;K;2015;33090
28;K;2016;33997
28;K;2017;35869
28;K;2018;37212
28;K;2019;38469
28;K;2020;38593
28;K;2021;39520
28;K;2022;39336
28;K;2023;41269
29;M;1980;38823
29;M;1981;37852
29;M;1982;38003
29;M;1983;38619
29;M;1984;37504
29;M;1985;38178
29;M;1986;38396
29;M;1987;38265
29;M;1988;38182
29;M;1989;37761
29;M;1990;39073
29;M;1991;39185
29;M;1992;40166
29;M;1993;42434
29;M;1994;43526
29;M;1995;44225
29;M;1996;45951
29;M;1997;42810
29;M;1998;39962
29;M;1999;38371
29;M;2000;38053
29;M;2001;40040
29;M;2002;39937
29;M;2003;38231
29;M;2004;38025
29;M;2005;38191
29;M;2006;35450
29;M;2007;33819
29;M;2008;34179
29;M;2009;33337
29;M;2010;32698
29;M;2011;31041
29;M;2012;31555
29;M;2013;30650
29;M;2014;31851
29;M;2015;33331
29;M;2016;35087
29;M;2017;36085
29;M;2018;37639
29;M;2019;38972
29;M;2020;40085
29;M;2021;39766
29;M;2022;41675
29;M;2023;41515
29;K;1980;37590
29;K;1981;35735
29;K;1982;36413
29;K;1983;36752
29;K;1984;36059
29;K;1985;36217
29;K;1986;36579
29;K;1987;36063
29;K;1988;36092
29;K;1989;35891
29;K;1990;37001
29;K;1991;37177
29;K;1992;37981
29;K;1993;40179
29;K;1994;40634
29;K;1995;41876
29;K;1996;43619
29;K;1997;40800
29;K;1998;37803
29;K;1999;36606
29;K;2000;37042
29;K;2001;38416
29;K;2002;39426
29;K;2003;37589
29;K;2004;37731
29;K;2005;38252
29;K;2006;34808
29;K;2007;33653
29;K;2008;34025
29;K;2009;33230
29;K;2010;32845
29;K;2011;31182
29;K;2012;30953
29;K;2013;30640
29;K;2014;31216
29;K;2015;32594
29;K;2016;33513
29;K;2017;34241
29;K;2018;36093
29;K;2019;37394
29;K;2020;38436
29;K;2021;38508
29;K;2022;39714
29;K;2023;39979
30;M;1980;38859
30;M;1981;38724
30;M;1982;37734
30;M;1983;37924
30;M;1984;38569
30;M;1985;37515
30;M;1986;38277
30;M;1987;38541
30;M;1988;38225
30;M;1989;38095
30;M;1990;37640
30;M;1991;39081
30;M;1992;39129
30;M;1993;40259
30;M;1994;42469
30;M;1995;43606
30;M;1996;44435
30;M;1997;46162
30;M;1998;42849
30;M;1999;39987
30;M;2000;38379
30;M;2001;38097
30;M;2002;39983
30;M;2003;39934
30;M;2004;38125
30;M;2005;37852
30;M;2006;38151
30;M;2007;35448
30;M;2008;34170
30;M;2009;34475
30;M;2010;33363
30;M;2011;32918
30;M;2012;31113
30;M;2013;31684
30;M;2014;30923
30;M;2015;32308
30;M;2016;33978
30;M;2017;35526
30;M;2018;36313
30;M;2019;37768
30;M;2020;38816
30;M;2021;39979
30;M;2022;40064
30;M;2023;42180
30;K;1980;37305
30;K;1981;37520
30;K;1982;35671
30;K;1983;36373
30;K;1984;36701
30;K;1985;36068
30;K;1986;36269
30;K;1987;36618
30;K;1988;36111
30;K;1989;36064
30;K;1990;35896
30;K;1991;37075
30;K;1992;37237
30;K;1993;38048
30;K;1994;40289
30;K;1995;40723
30;K;1996;42203
30;K;1997;43791
30;K;1998;40921
30;K;1999;37860
30;K;2000;36672
30;K;2001;37115
30;K;2002;38489
30;K;2003;39515
30;K;2004;37619
30;K;2005;37703
30;K;2006;38275
30;K;2007;34896
30;K;2008;33896
30;K;2009;34285
30;K;2010;33449
30;K;2011;32966
30;K;2012;31098
30;K;2013;30969
30;K;2014;30765
30;K;2015;31325
30;K;2016;32966
30;K;2017;33792
30;K;2018;34434
30;K;2019;36170
30;K;2020;37393
30;K;2021;38334
30;K;2022;38567
30;K;2023;40369
31;M;1980;41306
31;M;1981;38775
31;M;1982;38563
31;M;1983;37635
31;M;1984;37854
31;M;1985;38534
31;M;1986;37584
31;M;1987;38338
31;M;1988;38480
31;M;1989;38151
31;M;1990;38002
31;M;1991;37667
31;M;1992;39100
31;M;1993;39157
31;M;1994;40284
31;M;1995;42519
31;M;1996;43892
31;M;1997;44581
31;M;1998;46208
31;M;1999;42837
31;M;2000;39991
31;M;2001;38357
31;M;2002;38117
31;M;2003;39937
31;M;2004;39870
31;M;2005;38083
31;M;2006;37809
31;M;2007;38209
31;M;2008;35694
31;M;2009;34414
31;M;2010;34603
31;M;2011;33557
31;M;2012;33014
31;M;2013;31250
31;M;2014;31985
31;M;2015;31384
31;M;2016;32883
31;M;2017;34270
31;M;2018;35720
31;M;2019;36357
31;M;2020;37747
31;M;2021;38689
31;M;2022;40196
31;M;2023;40591
31;K;1980;39257
31;K;1981;37285
31;K;1982;37437
31;K;1983;35634
31;K;1984;36320
31;K;1985;36688
31;K;1986;36122
31;K;1987;36259
31;K;1988;36657
31;K;1989;36054
31;K;1990;36086
31;K;1991;35915
31;K;1992;37180
31;K;1993;37294
31;K;1994;38113
31;K;1995;40349
