ALDER;KØN;TID;INDHOLD
31;K;1996;41046
31;K;1997;42389
31;K;1998;43805
31;K;1999;40943
31;K;2000;37956
31;K;2001;36736
31;K;2002;37216
31;K;2003;38561
31;K;2004;39528
31;K;2005;37598
31;K;2006;37698
31;K;2007;38282
31;K;2008;35066
31;K;2009;34085
31;K;2010;34407
31;K;2011;33527
31;K;2012;33031
31;K;2013;31121
31;K;2014;31092
31;K;2015;30922
31;K;2016;31678
31;K;2017;33241
31;K;2018;33879
31;K;2019;34504
31;K;2020;36056
31;K;2021;37336
31;K;2022;38424
31;K;2023;39297
32;M;1980;44085
32;M;1981;41215
32;M;1982;38624
32;M;1983;38463
32;M;1984;37557
32;M;1985;37808
32;M;1986;38578
32;M;1987;37641
32;M;1988;38271
32;M;1989;38382
32;M;1990;38029
32;M;1991;38005
32;M;1992;37693
32;M;1993;39179
32;M;1994;39144
32;M;1995;40306
32;M;1996;42744
32;M;1997;43957
32;M;1998;44563
32;M;1999;46157
32;M;2000;42863
32;M;2001;40006
32;M;2002;38367
32;M;2003;38081
32;M;2004;39909
32;M;2005;39796
32;M;2006;38060
32;M;2007;37832
32;M;2008;38401
32;M;2009;35993
32;M;2010;34437
32;M;2011;34664
32;M;2012;33644
32;M;2013;33162
32;M;2014;31534
32;M;2015;32363
32;M;2016;31955
32;M;2017;33238
32;M;2018;34477
32;M;2019;35744
32;M;2020;36217
32;M;2021;37703
32;M;2022;38877
32;M;2023;40692
32;K;1980;41959
32;K;1981;39219
32;K;1982;37171
32;K;1983;37406
32;K;1984;35596
32;K;1985;36339
32;K;1986;36708
32;K;1987;36132
32;K;1988;36287
32;K;1989;36661
32;K;1990;36005
32;K;1991;36157
32;K;1992;36010
32;K;1993;37281
32;K;1994;37419
32;K;1995;38205
32;K;1996;40639
32;K;1997;41197
32;K;1998;42458
32;K;1999;43860
32;K;2000;41039
32;K;2001;38036
32;K;2002;36761
32;K;2003;37263
32;K;2004;38555
32;K;2005;39499
32;K;2006;37616
32;K;2007;37754
32;K;2008;38499
32;K;2009;35283
32;K;2010;34208
32;K;2011;34456
32;K;2012;33569
32;K;2013;33060
32;K;2014;31265
32;K;2015;31237
32;K;2016;31209
32;K;2017;31899
32;K;2018;33446
32;K;2019;34043
32;K;2020;34463
32;K;2021;36024
32;K;2022;37479
32;K;2023;39125
33;M;1980;45948
33;M;1981;43955
33;M;1982;41121
33;M;1983;38543
33;M;1984;38408
33;M;1985;37505
33;M;1986;37820
33;M;1987;38604
33;M;1988;37600
33;M;1989;38154
33;M;1990;38340
33;M;1991;37976
33;M;1992;37968
33;M;1993;37700
33;M;1994;39216
33;M;1995;39179
33;M;1996;40506
33;M;1997;42800
33;M;1998;44017
33;M;1999;44607
33;M;2000;46167
33;M;2001;42823
33;M;2002;40017
33;M;2003;38283
33;M;2004;38068
33;M;2005;39823
33;M;2006;39709
33;M;2007;38081
33;M;2008;38008
33;M;2009;38647
33;M;2010;36046
33;M;2011;34468
33;M;2012;34726
33;M;2013;33751
33;M;2014;33304
33;M;2015;31864
33;M;2016;32842
33;M;2017;32241
33;M;2018;33344
33;M;2019;34553
33;M;2020;35612
33;M;2021;36182
33;M;2022;38047
33;M;2023;39440
33;K;1980;43249
33;K;1981;41914
33;K;1982;39196
33;K;1983;37134
33;K;1984;37366
33;K;1985;35612
33;K;1986;36339
33;K;1987;36751
33;K;1988;36157
33;K;1989;36279
33;K;1990;36657
33;K;1991;36060
33;K;1992;36232
33;K;1993;36047
33;K;1994;37356
33;K;1995;37456
33;K;1996;38476
33;K;1997;40799
33;K;1998;41355
33;K;1999;42536
33;K;2000;43908
33;K;2001;41068
33;K;2002;38065
33;K;2003;36865
33;K;2004;37267
33;K;2005;38579
33;K;2006;39490
33;K;2007;37665
33;K;2008;37877
33;K;2009;38681
33;K;2010;35411
33;K;2011;34362
33;K;2012;34478
33;K;2013;33648
33;K;2014;33202
33;K;2015;31500
33;K;2016;31567
33;K;2017;31450
33;K;2018;32033
33;K;2019;33575
33;K;2020;34014
33;K;2021;34476
33;K;2022;36175
33;K;2023;38229
34;M;1980;44900
34;M;1981;45817
34;M;1982;43881
34;M;1983;40965
34;M;1984;38475
34;M;1985;38386
34;M;1986;37510
34;M;1987;37855
34;M;1988;38568
34;M;1989;37470
34;M;1990;38115
34;M;1991;38341
34;M;1992;38006
34;M;1993;37972
34;M;1994;37759
34;M;1995;39236
34;M;1996;39376
34;M;1997;40603
34;M;1998;42840
34;M;1999;44031
34;M;2000;44626
34;M;2001;46136
34;M;2002;42755
34;M;2003;39985
34;M;2004;38181
34;M;2005;37983
34;M;2006;39742
34;M;2007;39689
34;M;2008;38247
34;M;2009;38158
34;M;2010;38629
34;M;2011;36135
34;M;2012;34541
34;M;2013;34842
34;M;2014;34016
34;M;2015;33607
34;M;2016;32279
34;M;2017;33032
34;M;2018;32373
34;M;2019;33424
34;M;2020;34443
34;M;2021;35643
34;M;2022;36515
34;M;2023;38548
34;K;1980;42158
34;K;1981;43193
34;K;1982;41857
34;K;1983;39140
34;K;1984;37095
34;K;1985;37342
34;K;1986;35632
34;K;1987;36370
34;K;1988;36763
34;K;1989;36112
34;K;1990;36250
34;K;1991;36709
34;K;1992;36125
34;K;1993;36323
34;K;1994;36097
34;K;1995;37424
34;K;1996;37697
34;K;1997;38574
34;K;1998;40881
34;K;1999;41450
34;K;2000;42599
34;K;2001;43971
34;K;2002;41129
34;K;2003;38071
34;K;2004;36918
34;K;2005;37264
34;K;2006;38587
34;K;2007;39522
34;K;2008;37821
34;K;2009;38058
34;K;2010;38816
34;K;2011;35540
34;K;2012;34407
34;K;2013;34576
34;K;2014;33804
34;K;2015;33359
34;K;2016;31811
34;K;2017;31857
34;K;2018;31638
34;K;2019;32136
34;K;2020;33585
34;K;2021;34101
34;K;2022;34610
34;K;2023;36863
35;M;1980;42760
35;M;1981;44815
35;M;1982;45668
35;M;1983;43748
35;M;1984;40884
35;M;1985;38415
35;M;1986;38353
35;M;1987;37505
35;M;1988;37766
35;M;1989;38435
35;M;1990;37334
35;M;1991;38123
35;M;1992;38356
35;M;1993;38039
35;M;1994;37957
35;M;1995;37738
35;M;1996;39470
35;M;1997;39403
35;M;1998;40585
35;M;1999;42819
35;M;2000;43932
35;M;2001;44575
35;M;2002;46063
35;M;2003;42707
35;M;2004;39868
35;M;2005;38137
35;M;2006;37933
35;M;2007;39783
35;M;2008;39811
35;M;2009;38389
35;M;2010;38170
35;M;2011;38704
35;M;2012;36089
35;M;2013;34598
35;M;2014;35012
35;M;2015;34313
35;M;2016;34043
35;M;2017;32517
35;M;2018;33208
35;M;2019;32535
35;M;2020;33311
35;M;2021;34428
35;M;2022;35919
35;M;2023;36996
35;K;1980;40493
35;K;1981;42117
35;K;1982;43108
35;K;1983;41788
35;K;1984;39134
35;K;1985;37075
35;K;1986;37332
35;K;1987;35639
35;K;1988;36388
35;K;1989;36711
35;K;1990;36082
35;K;1991;36239
35;K;1992;36786
35;K;1993;36196
35;K;1994;36382
35;K;1995;36203
35;K;1996;37671
35;K;1997;37838
35;K;1998;38673
35;K;1999;40953
35;K;2000;41495
35;K;2001;42666
35;K;2002;44054
35;K;2003;41212
35;K;2004;38153
35;K;2005;36942
35;K;2006;37269
35;K;2007;38643
35;K;2008;39609
35;K;2009;37967
35;K;2010;38140
35;K;2011;38935
35;K;2012;35631
35;K;2013;34498
35;K;2014;34717
35;K;2015;33954
35;K;2016;33672
35;K;2017;32026
35;K;2018;32061
35;K;2019;31713
35;K;2020;32167
35;K;2021;33657
35;K;2022;34316
35;K;2023;35271
36;M;1980;39174
36;M;1981;42636
36;M;1982;44693
36;M;1983;45611
36;M;1984;43701
36;M;1985;40832
36;M;1986;38413
36;M;1987;38335
36;M;1988;37452
36;M;1989;37681
36;M;1990;38325
36;M;1991;37330
36;M;1992;38102
36;M;1993;38357
36;M;1994;38037
36;M;1995;37946
36;M;1996;37953
36;M;1997;39549
36;M;1998;39437
36;M;1999;40593
36;M;2000;42746
36;M;2001;43868
36;M;2002;44514
36;M;2003;46024
36;M;2004;42611
36;M;2005;39788
36;M;2006;38109
36;M;2007;37943
36;M;2008;39870
36;M;2009;39978
36;M;2010;38407
36;M;2011;38270
36;M;2012;38716
36;M;2013;36142
36;M;2014;34728
36;M;2015;35237
36;M;2016;34660
36;M;2017;34260
36;M;2018;32657
36;M;2019;33355
36;M;2020;32379
36;M;2021;33315
36;M;2022;34639
36;M;2023;36378
36;K;1980;37715
36;K;1981;40434
36;K;1982;42070
36;K;1983;43041
36;K;1984;41741
36;K;1985;39115
36;K;1986;37107
36;K;1987;37318
36;K;1988;35660
36;K;1989;36363
36;K;1990;36718
36;K;1991;36134
36;K;1992;36279
36;K;1993;36850
36;K;1994;36247
36;K;1995;36464
36;K;1996;36439
36;K;1997;37802
36;K;1998;37909
36;K;1999;38726
36;K;2000;40969
36;K;2001;41621
36;K;2002;42774
36;K;2003;44066
36;K;2004;41190
36;K;2005;38184
36;K;2006;36952
36;K;2007;37288
36;K;2008;38730
36;K;2009;39741
36;K;2010;38095
36;K;2011;38253
36;K;2012;38978
36;K;2013;35679
36;K;2014;34624
36;K;2015;34855
36;K;2016;34236
36;K;2017;33886
36;K;2018;32185
36;K;2019;32171
36;K;2020;31710
36;K;2021;32232
36;K;2022;33762
36;K;2023;35065
37;M;1980;37159
37;M;1981;39094
37;M;1982;42534
37;M;1983;44570
37;M;1984;45533
37;M;1985;43645
37;M;1986;40782
37;M;1987;38409
37;M;1988;38270
37;M;1989;37318
37;M;1990;37562
37;M;1991;38292
37;M;1992;37300
37;M;1993;38082
37;M;1994;38343
37;M;1995;37976
37;M;1996;38158
37;M;1997;37972
37;M;1998;39550
37;M;1999;39416
37;M;2000;40608
37;M;2001;42704
37;M;2002;43812
37;M;2003;44431
37;M;2004;45969
37;M;2005;42522
37;M;2006;39720
37;M;2007;38108
37;M;2008;38074
37;M;2009;40010
37;M;2010;39964
37;M;2011;38418
37;M;2012;38261
37;M;2013;38717
37;M;2014;36254
37;M;2015;34979
37;M;2016;35528
37;M;2017;34860
37;M;2018;34281
37;M;2019;32680
37;M;2020;33255
37;M;2021;32415
37;M;2022;33517
37;M;2023;35102
37;K;1980;35499
37;K;1981;37662
37;K;1982;40378
37;K;1983;42010
37;K;1984;43053
37;K;1985;41736
37;K;1986;39096
37;K;1987;37124
37;K;1988;37342
37;K;1989;35626
37;K;1990;36363
37;K;1991;36709
37;K;1992;36170
37;K;1993;36323
37;K;1994;36904
37;K;1995;36298
37;K;1996;36679
37;K;1997;36534
37;K;1998;37861
37;K;1999;37937
37;K;2000;38753
37;K;2001;41033
37;K;2002;41672
37;K;2003;42829
37;K;2004;44082
37;K;2005;41196
37;K;2006;38183
37;K;2007;37004
37;K;2008;37357
37;K;2009;38881
37;K;2010;39846
37;K;2011;38176
37;K;2012;38279
37;K;2013;39081
37;K;2014;35811
37;K;2015;34791
37;K;2016;35108
37;K;2017;34399
37;K;2018;34016
37;K;2019;32245
37;K;2020;32197
37;K;2021;31747
37;K;2022;32426
37;K;2023;34414
38;M;1980;33161
38;M;1981;37051
38;M;1982;38942
38;M;1983;42399
38;M;1984;44415
38;M;1985;45490
38;M;1986;43555
38;M;1987;40737
38;M;1988;38319
38;M;1989;38111
38;M;1990;37179
38;M;1991;37516
38;M;1992;38245
38;M;1993;37253
38;M;1994;38073
38;M;1995;38309
38;M;1996;38110
38;M;1997;38241
38;M;1998;37979
38;M;1999;39533
38;M;2000;39332
38;M;2001;40551
38;M;2002;42629
38;M;2003;43737
38;M;2004;44368
38;M;2005;45876
38;M;2006;42453
38;M;2007;39700
38;M;2008;38207
38;M;2009;38250
38;M;2010;40024
38;M;2011;40010
38;M;2012;38386
38;M;2013;38288
38;M;2014;38805
38;M;2015;36509
38;M;2016;35273
38;M;2017;35704
38;M;2018;34909
38;M;2019;34418
38;M;2020;32673
38;M;2021;33227
38;M;2022;32556
38;M;2023;33957
38;K;1980;31905
38;K;1981;35452
38;K;1982;37610
38;K;1983;40321
38;K;1984;41990
38;K;1985;43025
38;K;1986;41710
38;K;1987;39092
38;K;1988;37112
38;K;1989;37329
38;K;1990;35588
38;K;1991;36352
38;K;1992;36743
38;K;1993;36170
38;K;1994;36380
38;K;1995;36923
38;K;1996;36481
38;K;1997;36758
38;K;1998;36584
38;K;1999;37918
38;K;2000;37997
38;K;2001;38833
38;K;2002;41080
38;K;2003;41661
38;K;2004;42866
38;K;2005;44100
38;K;2006;41152
38;K;2007;38182
38;K;2008;37109
38;K;2009;37449
38;K;2010;38961
38;K;2011;39914
38;K;2012;38202
38;K;2013;38333
38;K;2014;39194
38;K;2015;35921
38;K;2016;34989
38;K;2017;35279
38;K;2018;34502
38;K;2019;34102
38;K;2020;32275
38;K;2021;32229
38;K;2022;31889
38;K;2023;33040
39;M;1980;32185
39;M;1981;33051
39;M;1982;36900
39;M;1983;38850
39;M;1984;42329
39;M;1985;44378
39;M;1986;45456
39;M;1987;43496
39;M;1988;40665
39;M;1989;38216
39;M;1990;38043
39;M;1991;37142
39;M;1992;37474
39;M;1993;38241
39;M;1994;37235
39;M;1995;38010
39;M;1996;38451
39;M;1997;38104
39;M;1998;38198
39;M;1999;37948
39;M;2000;39476
39;M;2001;39316
39;M;2002;40506
39;M;2003;42567
39;M;2004;43649
39;M;2005;44313
39;M;2006;45771
39;M;2007;42415
39;M;2008;39833
39;M;2009;38355
39;M;2010;38214
39;M;2011;40057
39;M;2012;39936
39;M;2013;38383
39;M;2014;38402
39;M;2015;39003
39;M;2016;36820
39;M;2017;35341
39;M;2018;35800
39;M;2019;35070
39;M;2020;34359
39;M;2021;32593
39;M;2022;33449
39;M;2023;32978
39;K;1980;31214
39;K;1981;31864
39;K;1982;35420
39;K;1983;37536
39;K;1984;40279
39;K;1985;41938
39;K;1986;42970
39;K;1987;41705
39;K;1988;39054
39;K;1989;37064
39;K;1990;37296
39;K;1991;35582
39;K;1992;36369
39;K;1993;36769
39;K;1994;36190
39;K;1995;36425
39;K;1996;37081
39;K;1997;36548
39;K;1998;36776
39;K;1999;36615
39;K;2000;37936
39;K;2001;38008
39;K;2002;38851
39;K;2003;41124
39;K;2004;41669
39;K;2005;42868
39;K;2006;44100
39;K;2007;41150
39;K;2008;38283
39;K;2009;37207
39;K;2010;37572
39;K;2011;39051
39;K;2012;39937
39;K;2013;38252
39;K;2014;38388
39;K;2015;39303
39;K;2016;36096
39;K;2017;35151
39;K;2018;35389
39;K;2019;34598
39;K;2020;34136
39;K;2021;32369
39;K;2022;32343
39;K;2023;32525
40;M;1980;31208
40;M;1981;32068
40;M;1982;32948
40;M;1983;36811
40;M;1984;38795
40;M;1985;42215
40;M;1986;44319
40;M;1987;45386
40;M;1988;43350
40;M;1989;40524
40;M;1990;38129
40;M;1991;37980
40;M;1992;37118
40;M;1993;37401
40;M;1994;38169
40;M;1995;37161
40;M;1996;38167
40;M;1997;38442
40;M;1998;38065
40;M;1999;38127
40;M;2000;37904
40;M;2001;39438
40;M;2002;39223
40;M;2003;40378
40;M;2004;42479
40;M;2005;43575
40;M;2006;44218
40;M;2007;45718
40;M;2008;42446
40;M;2009;39908
40;M;2010;38326
40;M;2011;38160
40;M;2012;39931
40;M;2013;39925
40;M;2014;38454
40;M;2015;38556
40;M;2016;39242
40;M;2017;36920
40;M;2018;35395
40;M;2019;35825
40;M;2020;34974
40;M;2021;34312
40;M;2022;32797
40;M;2023;33769
40;K;1980;29901
40;K;1981;31155
40;K;1982;31781
40;K;1983;35350
40;K;1984;37487
40;K;1985;40222
40;K;1986;41884
40;K;1987;42935
40;K;1988;41680
40;K;1989;39011
40;K;1990;37055
40;K;1991;37247
40;K;1992;35580
40;K;1993;36370
40;K;1994;36781
40;K;1995;36225
40;K;1996;36573
40;K;1997;37104
40;K;1998;36569
40;K;1999;36791
40;K;2000;36617
40;K;2001;37958
40;K;2002;38013
40;K;2003;38849
40;K;2004;41148
40;K;2005;41637
40;K;2006;42836
40;K;2007;44092
40;K;2008;41189
40;K;2009;38384
40;K;2010;37252
40;K;2011;37648
40;K;2012;39064
40;K;2013;39996
40;K;2014;38329
40;K;2015;38523
40;K;2016;39471
40;K;2017;36236
40;K;2018;35185
40;K;2019;35476
40;K;2020;34606
40;K;2021;34245
40;K;2022;32495
40;K;2023;32959
41;M;1980;30819
41;M;1981;31135
41;M;1982;31963
41;M;1983;32823
41;M;1984;36705
41;M;1985;38719
41;M;1986;42165
41;M;1987;44230
41;M;1988;45273
41;M;1989;43193
41;M;1990;40417
41;M;1991;38076
41;M;1992;37948
41;M;1993;37062
41;M;1994;37329
41;M;1995;38083
41;M;1996;37278
41;M;1997;38097
41;M;1998;38375
41;M;1999;37998
41;M;2000;38051
41;M;2001;37803
41;M;2002;39411
41;M;2003;39116
41;M;2004;40292
41;M;2005;42374
41;M;2006;43479
41;M;2007;44125
41;M;2008;45722
41;M;2009;42519
41;M;2010;39790
41;M;2011;38315
41;M;2012;38143
41;M;2013;39916
41;M;2014;39971
41;M;2015;38565
41;M;2016;38774
41;M;2017;39358
41;M;2018;36982
41;M;2019;35467
41;M;2020;35753
41;M;2021;34949
41;M;2022;34510
41;M;2023;33080
41;K;1980;30032
41;K;1981;29854
41;K;1982;31081
41;K;1983;31732
41;K;1984;35304
41;K;1985;37442
41;K;1986;40150
41;K;1987;41842
41;K;1988;42913
41;K;1989;41626
41;K;1990;38950
41;K;1991;37035
41;K;1992;37205
41;K;1993;35558
41;K;1994;36348
41;K;1995;36765
41;K;1996;36407
41;K;1997;36576
41;K;1998;37085
41;K;1999;36588
41;K;2000;36790
41;K;2001;36618
41;K;2002;38018
41;K;2003;38025
41;K;2004;38849
41;K;2005;41140
41;K;2006;41622
41;K;2007;42838
41;K;2008;44156
41;K;2009;41315
41;K;2010;38396
41;K;2011;37306
41;K;2012;37669
41;K;2013;39131
41;K;2014;40013
41;K;2015;38379
41;K;2016;38676
41;K;2017;39565
41;K;2018;36340
41;K;2019;35285
41;K;2020;35548
41;K;2021;34652
41;K;2022;34341
41;K;2023;33074
42;M;1980;29811
42;M;1981;30727
42;M;1982;31004
42;M;1983;31855
42;M;1984;32724
42;M;1985;36612
42;M;1986;38597
42;M;1987;42095
42;M;1988;44103
42;M;1989;45076
42;M;1990;43053
42;M;1991;40274
42;M;1992;37990
42;M;1993;37844
42;M;1994;37018
42;M;1995;37280
42;M;1996;38159
42;M;1997;37220
42;M;1998;38035
42;M;1999;38292
42;M;2000;37953
42;M;2001;37985
42;M;2002;37772
42;M;2003;39318
42;M;2004;39046
42;M;2005;40205
42;M;2006;42332
42;M;2007;43415
42;M;2008;44144
42;M;2009;45776
42;M;2010;42457
42;M;2011;39756
42;M;2012;38194
42;M;2013;38172
42;M;2014;39928
42;M;2015;40171
42;M;2016;38729
42;M;2017;38916
42;M;2018;39430
42;M;2019;36995
42;M;2020;35440
42;M;2021;35748
42;M;2022;35028
42;M;2023;34850
42;K;1980;29655
42;K;1981;29965
42;K;1982;29801
42;K;1983;31024
42;K;1984;31690
42;K;1985;35228
42;K;1986;37393
42;K;1987;40109
42;K;1988;41785
42;K;1989;42845
42;K;1990;41583
42;K;1991;38929
42;K;1992;37018
42;K;1993;37210
42;K;1994;35530
42;K;1995;36333
42;K;1996;36892
42;K;1997;36424
42;K;1998;36590
42;K;1999;37093
42;K;2000;36579
42;K;2001;36796
42;K;2002;36654
42;K;2003;38001
42;K;2004;38008
42;K;2005;38859
42;K;2006;41096
42;K;2007;41642
42;K;2008;42873
42;K;2009;44238
42;K;2010;41351
42;K;2011;38465
42;K;2012;37325
42;K;2013;37693
42;K;2014;39193
42;K;2015;40122
42;K;2016;38507
42;K;2017;38766
42;K;2018;39649
42;K;2019;36425
42;K;2020;35315
42;K;2021;35629
42;K;2022;34791
42;K;2023;34928
43;M;1980;28995
43;M;1981;29696
43;M;1982;30616
43;M;1983;30883
43;M;1984;31782
43;M;1985;32630
43;M;1986;36542
43;M;1987;38504
43;M;1988;41938
43;M;1989;43945
43;M;1990;44913
43;M;1991;42910
43;M;1992;40169
43;M;1993;37900
43;M;1994;37838
43;M;1995;36974
43;M;1996;37308
43;M;1997;38086
43;M;1998;37200
43;M;1999;37949
43;M;2000;38225
43;M;2001;37875
43;M;2002;37906
43;M;2003;37669
43;M;2004;39224
43;M;2005;38935
43;M;2006;40087
43;M;2007;42258
43;M;2008;43412
43;M;2009;44166
43;M;2010;45694
43;M;2011;42421
43;M;2012;39713
43;M;2013;38172
43;M;2014;38164
43;M;2015;40011
43;M;2016;40334
43;M;2017;38743
43;M;2018;38935
43;M;2019;39463
43;M;2020;36910
43;M;2021;35445
43;M;2022;35863
43;M;2023;35398
43;K;1980;28766
43;K;1981;29594
43;K;1982;29893
43;K;1983;29738
43;K;1984;30965
43;K;1985;31648
43;K;1986;35166
43;K;1987;37330
43;K;1988;40053
43;K;1989;41692
43;K;1990;42758
43;K;1991;41519
43;K;1992;38879
43;K;1993;36973
43;K;1994;37175
43;K;1995;35528
43;K;1996;36398
43;K;1997;36875
43;K;1998;36384
43;K;1999;36591
43;K;2000;37060
43;K;2001;36600
43;K;2002;36773
43;K;2003;36623
43;K;2004;37968
43;K;2005;37969
43;K;2006;38800
43;K;2007;41084
43;K;2008;41671
43;K;2009;42914
43;K;2010;44254
43;K;2011;41349
43;K;2012;38482
43;K;2013;37366
43;K;2014;37741
43;K;2015;39262
43;K;2016;40257
43;K;2017;38601
43;K;2018;38881
43;K;2019;39720
43;K;2020;36466
43;K;2021;35368
43;K;2022;35704
43;K;2023;35196
44;M;1980;28182
44;M;1981;28900
44;M;1982;29584
44;M;1983;30493
44;M;1984;30774
44;M;1985;31669
44;M;1986;32571
44;M;1987;36432
44;M;1988;38380
44;M;1989;41793
44;M;1990;43778
44;M;1991;44773
44;M;1992;42820
44;M;1993;40054
44;M;1994;37805
44;M;1995;37777
44;M;1996;36982
44;M;1997;37222
44;M;1998;37990
44;M;1999;37085
44;M;2000;37862
44;M;2001;38152
44;M;2002;37776
44;M;2003;37791
44;M;2004;37535
44;M;2005;39123
44;M;2006;38881
44;M;2007;40027
44;M;2008;42229
44;M;2009;43449
44;M;2010;44069
44;M;2011;45591
44;M;2012;42302
44;M;2013;39665
44;M;2014;38134
44;M;2015;38187
44;M;2016;40190
44;M;2017;40394
44;M;2018;38777
44;M;2019;38963
44;M;2020;39408
44;M;2021;36918
44;M;2022;35542
44;M;2023;36146
44;K;1980;28012
44;K;1981;28700
44;K;1982;29516
44;K;1983;29800
44;K;1984;29675
44;K;1985;30909
44;K;1986;31605
44;K;1987;35091
44;K;1988;37260
44;K;1989;39946
44;K;1990;41569
44;K;1991;42717
44;K;1992;41479
44;K;1993;38833
44;K;1994;36936
44;K;1995;37128
44;K;1996;35585
44;K;1997;36389
44;K;1998;36847
44;K;1999;36349
44;K;2000;36551
44;K;2001;37032
44;K;2002;36571
44;K;2003;36747
44;K;2004;36606
44;K;2005;37919
44;K;2006;37944
44;K;2007;38791
44;K;2008;41080
44;K;2009;41723
44;K;2010;42984
44;K;2011;44295
44;K;2012;41361
44;K;2013;38507
44;K;2014;37403
44;K;2015;37828
44;K;2016;39340
44;K;2017;40372
44;K;2018;38681
44;K;2019;38946
44;K;2020;39739
44;K;2021;36554
44;K;2022;35474
44;K;2023;36113
45;M;1980;27747
45;M;1981;28048
45;M;1982;28777
45;M;1983;29451
45;M;1984;30327
45;M;1985;30696
45;M;1986;31596
45;M;1987;32480
45;M;1988;36285
45;M;1989;38198
45;M;1990;41587
45;M;1991;43617
45;M;1992;44637
45;M;1993;42696
45;M;1994;39997
45;M;1995;37683
45;M;1996;37795
45;M;1997;36894
45;M;1998;37163
45;M;1999;37884
45;M;2000;36962
45;M;2001;37772
45;M;2002;38066
45;M;2003;37662
45;M;2004;37683
45;M;2005;37420
45;M;2006;38973
45;M;2007;38816
45;M;2008;39985
45;M;2009;42217
45;M;2010;43338
45;M;2011;43975
45;M;2012;45482
45;M;2013;42267
45;M;2014;39667
45;M;2015;38193
45;M;2016;38310
45;M;2017;40220
45;M;2018;40415
45;M;2019;38790
45;M;2020;38932
45;M;2021;39405
45;M;2022;37032
45;M;2023;35752
45;K;1980;27880
45;K;1981;27919
45;K;1982;28604
45;K;1983;29440
45;K;1984;29720
45;K;1985;29622
45;K;1986;30837
45;K;1987;31545
45;K;1988;35020
45;K;1989;37172
45;K;1990;39848
45;K;1991;41484
45;K;1992;42647
45;K;1993;41444
45;K;1994;38832
45;K;1995;36893
45;K;1996;37173
45;K;1997;35541
45;K;1998;36341
45;K;1999;36802
45;K;2000;36295
45;K;2001;36513
45;K;2002;36986
45;K;2003;36533
45;K;2004;36721
45;K;2005;36551
45;K;2006;37872
45;K;2007;37891
45;K;2008;38789
45;K;2009;41146
45;K;2010;41740
45;K;2011;42983
45;K;2012;44238
45;K;2013;41341
45;K;2014;38540
45;K;2015;37424
45;K;2016;37920
45;K;2017;39403
45;K;2018;40445
45;K;2019;38711
45;K;2020;38986
45;K;2021;39811
45;K;2022;36644
45;K;2023;35869
46;M;1980;27022
46;M;1981;27575
46;M;1982;27918
46;M;1983;28654
46;M;1984;29334
46;M;1985;30255
46;M;1986;30572
46;M;1987;31484
46;M;1988;32314
46;M;1989;36143
46;M;1990;38021
46;M;1991;41442
46;M;1992;43463
46;M;1993;44520
46;M;1994;42568
46;M;1995;39849
46;M;1996;37665
46;M;1997;37686
46;M;1998;36802
46;M;1999;37047
46;M;2000;37752
46;M;2001;36856
46;M;2002;37664
46;M;2003;37967
46;M;2004;37543
46;M;2005;37549
46;M;2006;37273
46;M;2007;38881
46;M;2008;38787
46;M;2009;39988
46;M;2010;42126
46;M;2011;43246
46;M;2012;43900
46;M;2013;45376
46;M;2014;42210
46;M;2015;39701
46;M;2016;38288
46;M;2017;38352
46;M;2018;40222
46;M;2019;40416
46;M;2020;38709
46;M;2021;38900
46;M;2022;39518
46;M;2023;37203
46;K;1980;26858
46;K;1981;27759
46;K;1982;27853
46;K;1983;28519
46;K;1984;29381
46;K;1985;29656
46;K;1986;29542
46;K;1987;30775
46;K;1988;31484
46;K;1989;34925
46;K;1990;37063
46;K;1991;39753
46;K;1992;41449
46;K;1993;42562
46;K;1994;41356
46;K;1995;38765
46;K;1996;36934
46;K;1997;37161
46;K;1998;35523
46;K;1999;36284
46;K;2000;36739
46;K;2001;36236
46;K;2002;36489
46;K;2003;36918
46;K;2004;36483
46;K;2005;36647
46;K;2006;36497
46;K;2007;37849
46;K;2008;37873
46;K;2009;38837
46;K;2010;41133
46;K;2011;41731
46;K;2012;42939
46;K;2013;44261
46;K;2014;41353
46;K;2015;38619
46;K;2016;37480
46;K;2017;37983
46;K;2018;39442
46;K;2019;40455
46;K;2020;38742
46;K;2021;39080
46;K;2022;39867
46;K;2023;36988
47;M;1980;26840
47;M;1981;26922
47;M;1982;27441
47;M;1983;27773
47;M;1984;28501
47;M;1985;29198
47;M;1986;30095
47;M;1987;30438
47;M;1988;31364
47;M;1989;32192
47;M;1990;35975
47;M;1991;37889
47;M;1992;41269
47;M;1993;43308
47;M;1994;44383
47;M;1995;42428
47;M;1996;39823
47;M;1997;37550
47;M;1998;37572
47;M;1999;36636
47;M;2000;36899
47;M;2001;37579
47;M;2002;36733
47;M;2003;37534
47;M;2004;37789
47;M;2005;37387
47;M;2006;37429
47;M;2007;37164
47;M;2008;38823
47;M;2009;38723
47;M;2010;39857
47;M;2011;42021
47;M;2012;43053
47;M;2013;43814
47;M;2014;45307
47;M;2015;42190
47;M;2016;39766
47;M;2017;38325
47;M;2018;38291
47;M;2019;40196
47;M;2020;40308
47;M;2021;38645
47;M;2022;38967
47;M;2023;39642
47;K;1980;27454
47;K;1981;26760
47;K;1982;27663
47;K;1983;27779
47;K;1984;28429
47;K;1985;29296
