,cumulative_incidence_2017_2021,pop_2017_6_17,pop_2017_9_17,pop_2019_12_17,gnrha_rate_9_17_100k,gnrha_rate_6_17_100k,gnrha_rate_2019_2023_12_17_100k
total,4780,49690922,37555841,25016371,12.73,9.62,34.29
